epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,modelo,numInputs,fold,units,dropout,learning_rate,batch_size,patience,epochs_max,epochs_usados,early_stopping_monitor
58,0.02924928441643715,0.026777610182762146,0.12533535063266754,0.11137335002422333,0.02924928441643715,0.026777610182762146,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
59,0.02789163403213024,0.02609543688595295,0.12263469398021698,0.11093593388795853,0.02789163403213024,0.02609543688595295,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
60,0.027846865355968475,0.02684144489467144,0.12267769873142242,0.11140056699514389,0.027846865355968475,0.02684144489467144,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
61,0.02814514935016632,0.026369933038949966,0.12270064651966095,0.11143619567155838,0.02814514935016632,0.026369933038949966,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
62,0.02830548584461212,0.026910442858934402,0.12327553331851959,0.11049291491508484,0.02830548584461212,0.026910442858934402,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
63,0.027761613950133324,0.02651042677462101,0.12338404357433319,0.11031562089920044,0.027761613950133324,0.02651042677462101,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
64,0.027576100081205368,0.026700735092163086,0.12149977684020996,0.1099274531006813,0.027576100081205368,0.026700735092163086,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
65,0.02784774824976921,0.02718067169189453,0.1222977563738823,0.1111106351017952,0.02784774824976921,0.02718067169189453,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
66,0.028085729107260704,0.02731085941195488,0.12237994372844696,0.10973698645830154,0.028085729107260704,0.02731085941195488,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
67,0.027050677686929703,0.02592017501592636,0.11998160928487778,0.10822228342294693,0.027050677686929703,0.02592017501592636,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
68,0.02827407792210579,0.02543085254728794,0.12203128635883331,0.10773271322250366,0.02827407792210579,0.02543085254728794,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
69,0.027522984892129898,0.026515545323491096,0.12206904590129852,0.10969620198011398,0.027522984892129898,0.026515545323491096,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
70,0.026199107989668846,0.02659430354833603,0.11927670985460281,0.10825874656438828,0.026199107989668846,0.02659430354833603,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
71,0.027303282171487808,0.02602621354162693,0.12108767032623291,0.10794965922832489,0.027303282171487808,0.02602621354162693,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
72,0.02700863406062126,0.02685629203915596,0.11989918351173401,0.10971211642026901,0.02700863406062126,0.02685629203915596,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
73,0.026385346427559853,0.02565966360270977,0.11929712444543839,0.10813366621732712,0.026385346427559853,0.02565966360270977,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
74,0.02634245716035366,0.025574836879968643,0.1185963824391365,0.1069498285651207,0.02634245716035366,0.025574836879968643,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
75,0.02737182192504406,0.026990167796611786,0.12010432034730911,0.10770238935947418,0.02737182192504406,0.026990167796611786,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
76,0.026348307728767395,0.025379231199622154,0.1180732399225235,0.10654288530349731,0.026348307728767395,0.025379231199622154,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
77,0.02627357468008995,0.02507305145263672,0.11715412139892578,0.10615964978933334,0.02627357468008995,0.02507305145263672,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
78,0.026785437017679214,0.025267813354730606,0.11869911104440689,0.10647133737802505,0.026785437017679214,0.025267813354730606,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
79,0.025622285902500153,0.025814222171902657,0.11718187481164932,0.1067488044500351,0.025622285902500153,0.025814222171902657,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
80,0.027223514392971992,0.025888539850711823,0.12095347791910172,0.10601209849119186,0.027223514392971992,0.025888539850711823,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
81,0.026974400505423546,0.02480626106262207,0.1194438561797142,0.10492810606956482,0.026974400505423546,0.02480626106262207,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
82,0.027171561494469643,0.025628043338656425,0.12107089161872864,0.1057334691286087,0.027171561494469643,0.025628043338656425,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
83,0.02549479342997074,0.025537408888339996,0.11706166714429855,0.10589411854743958,0.02549479342997074,0.025537408888339996,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
84,0.025525568053126335,0.024869538843631744,0.11587027460336685,0.10440164059400558,0.025525568053126335,0.024869538843631744,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
85,0.025482704862952232,0.02460673823952675,0.11628518998622894,0.10442844778299332,0.025482704862952232,0.02460673823952675,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
86,0.025035953149199486,0.02423708327114582,0.11474093049764633,0.10362302511930466,0.025035953149199486,0.02423708327114582,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
87,0.026326050981879234,0.024740587919950485,0.11754042655229568,0.10497189313173294,0.026326050981879234,0.024740587919950485,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
88,0.02501414343714714,0.02515226975083351,0.11580082029104233,0.1054619625210762,0.02501414343714714,0.02515226975083351,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
89,0.024155842140316963,0.025463195517659187,0.11335661262273788,0.10519379377365112,0.024155842140316963,0.025463195517659187,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
90,0.025747857987880707,0.02537546679377556,0.11653844267129898,0.10437233746051788,0.025747857987880707,0.02537546679377556,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
91,0.02488473616540432,0.024704664945602417,0.11485906690359116,0.10352534800767899,0.02488473616540432,0.024704664945602417,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
92,0.024145418778061867,0.023883605375885963,0.11445678770542145,0.1026618629693985,0.024145418778061867,0.023883605375885963,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
93,0.024343591183423996,0.024249091744422913,0.11249998211860657,0.10283470898866653,0.024343591183423996,0.024249091744422913,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
94,0.0253718551248312,0.024754993617534637,0.11618173867464066,0.10322409868240356,0.0253718551248312,0.024754993617534637,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
95,0.023932108655571938,0.023678548634052277,0.11180128157138824,0.10221364349126816,0.023932108655571938,0.023678548634052277,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
96,0.024200908839702606,0.024369580671191216,0.1133013367652893,0.10455875843763351,0.024200908839702606,0.024369580671191216,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
97,0.023397916927933693,0.024558071047067642,0.11206691712141037,0.10290928184986115,0.023397916927933693,0.024558071047067642,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
98,0.025475848466157913,0.024867260828614235,0.11541187018156052,0.1035899743437767,0.025475848466157913,0.024867260828614235,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
99,0.023785259574651718,0.025140689685940742,0.11170662939548492,0.10331173241138458,0.023785259574651718,0.025140689685940742,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
100,0.02515581250190735,0.023753050714731216,0.11561603844165802,0.1022527888417244,0.02515581250190735,0.023753050714731216,LSTM,30,1,32,0.1,0.001,32,15,100,100,val_loss
1,0.7854814529418945,0.45000943541526794,0.7024394869804382,0.5205477476119995,0.7854814529418945,0.45000943541526794,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
2,0.3117276728153229,0.1476239114999771,0.430375337600708,0.2879050374031067,0.3117276728153229,0.1476239114999771,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
3,0.13285580277442932,0.07495216280221939,0.27487412095069885,0.20963335037231445,0.13285580277442932,0.07495216280221939,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
4,0.08425303548574448,0.059320226311683655,0.2197764813899994,0.18569648265838623,0.08425303548574448,0.059320226311683655,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
5,0.07138834148645401,0.05323236808180809,0.2020162045955658,0.1763724386692047,0.07138834148645401,0.05323236808180809,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
6,0.06548131257295609,0.04927728325128555,0.19332660734653473,0.16670438647270203,0.06548131257295609,0.04927728325128555,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
7,0.06260005384683609,0.0483090877532959,0.18738891184329987,0.16313016414642334,0.06260005384683609,0.0483090877532959,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
8,0.05668506771326065,0.04682661592960358,0.1788165420293808,0.15806064009666443,0.05668506771326065,0.04682661592960358,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
9,0.05384022742509842,0.045787688344717026,0.17366857826709747,0.15723006427288055,0.05384022742509842,0.045787688344717026,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
10,0.0541556216776371,0.045165400952100754,0.17397163808345795,0.15478725731372833,0.0541556216776371,0.045165400952100754,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
11,0.05131292715668678,0.04383518546819687,0.16914676129817963,0.15177179872989655,0.05131292715668678,0.04383518546819687,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
12,0.04850218817591667,0.043176908046007156,0.16395346820354462,0.15179283916950226,0.04850218817591667,0.043176908046007156,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
13,0.04926743730902672,0.043042607605457306,0.16665220260620117,0.1488121896982193,0.04926743730902672,0.043042607605457306,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
14,0.046923331916332245,0.04189596697688103,0.16175103187561035,0.1478835642337799,0.046923331916332245,0.04189596697688103,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
15,0.048229362815618515,0.043297991156578064,0.16355586051940918,0.14843909442424774,0.048229362815618515,0.043297991156578064,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
16,0.0451456643640995,0.04073095694184303,0.15890485048294067,0.1440107673406601,0.0451456643640995,0.04073095694184303,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
17,0.04320429638028145,0.039945654571056366,0.15598523616790771,0.142343208193779,0.04320429638028145,0.039945654571056366,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
18,0.045915618538856506,0.041183389723300934,0.15941019356250763,0.14324939250946045,0.045915618538856506,0.041183389723300934,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
19,0.0433778241276741,0.03998849540948868,0.1558457463979721,0.14138899743556976,0.0433778241276741,0.03998849540948868,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
20,0.0421350933611393,0.038660112768411636,0.15271033346652985,0.13993941247463226,0.0421350933611393,0.038660112768411636,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
21,0.04208430275321007,0.03787311539053917,0.15265889465808868,0.13695023953914642,0.04208430275321007,0.03787311539053917,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
22,0.038398291915655136,0.038146816194057465,0.1459231823682785,0.1373104453086853,0.038398291915655136,0.038146816194057465,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
23,0.03987978398799896,0.037526391446590424,0.1478382647037506,0.13585340976715088,0.03987978398799896,0.037526391446590424,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
24,0.03982103243470192,0.03649793565273285,0.14788641035556793,0.13655579090118408,0.03982103243470192,0.03649793565273285,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
25,0.03863455355167389,0.035449933260679245,0.14529967308044434,0.132526233792305,0.03863455355167389,0.035449933260679245,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
26,0.03939775377511978,0.036257702857255936,0.14708802103996277,0.13288778066635132,0.03939775377511978,0.036257702857255936,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
27,0.03812164068222046,0.03532637283205986,0.14406096935272217,0.13082335889339447,0.03812164068222046,0.03532637283205986,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
28,0.03666326031088829,0.03788873553276062,0.14240625500679016,0.13640190660953522,0.03666326031088829,0.03788873553276062,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
29,0.037949513643980026,0.03630121797323227,0.14416472613811493,0.1318827122449875,0.037949513643980026,0.03630121797323227,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
30,0.03614850714802742,0.035511936992406845,0.14066053926944733,0.13036766648292542,0.03614850714802742,0.035511936992406845,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
31,0.03538764640688896,0.03364643082022667,0.13847702741622925,0.1269640475511551,0.03538764640688896,0.03364643082022667,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
32,0.03463532403111458,0.033283308148384094,0.1383286863565445,0.12639427185058594,0.03463532403111458,0.033283308148384094,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
33,0.03467702865600586,0.0334361232817173,0.13826727867126465,0.1256132572889328,0.03467702865600586,0.0334361232817173,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
34,0.034854087978601456,0.033143553882837296,0.13752202689647675,0.12607675790786743,0.034854087978601456,0.033143553882837296,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
35,0.03358297422528267,0.03213219344615936,0.13440833985805511,0.12391085922718048,0.03358297422528267,0.03213219344615936,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
36,0.034880343824625015,0.0328638032078743,0.13772991299629211,0.1243768110871315,0.034880343824625015,0.0328638032078743,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
37,0.03533177077770233,0.032898612320423126,0.1384270340204239,0.12362218648195267,0.03533177077770233,0.032898612320423126,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
38,0.033819716423749924,0.03179702162742615,0.13537804782390594,0.12237243354320526,0.033819716423749924,0.03179702162742615,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
39,0.033109150826931,0.03135039284825325,0.13299858570098877,0.12160811573266983,0.033109150826931,0.03135039284825325,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
40,0.03265601024031639,0.03214607015252113,0.1332244873046875,0.12389881163835526,0.03265601024031639,0.03214607015252113,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
41,0.031923942267894745,0.030678333714604378,0.1310703456401825,0.12022537738084793,0.031923942267894745,0.030678333714604378,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
42,0.03261885046958923,0.030709994956851006,0.13316382467746735,0.11962785571813583,0.03261885046958923,0.030709994956851006,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
43,0.031186426058411598,0.03070240467786789,0.12956777215003967,0.11914394050836563,0.031186426058411598,0.03070240467786789,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
44,0.03233543783426285,0.031010322272777557,0.13211184740066528,0.12001955509185791,0.03233543783426285,0.031010322272777557,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
45,0.03127976506948471,0.03134811297059059,0.1294826865196228,0.12079865485429764,0.03127976506948471,0.03134811297059059,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
46,0.03064129129052162,0.03062828630208969,0.12897706031799316,0.11907509714365005,0.03064129129052162,0.03062828630208969,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
47,0.03069349005818367,0.03118152916431427,0.12895582616329193,0.11949151009321213,0.03069349005818367,0.03118152916431427,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
48,0.03095853514969349,0.029978476464748383,0.1296103149652481,0.11762344092130661,0.03095853514969349,0.029978476464748383,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
49,0.031775958836078644,0.030244050547480583,0.13025321066379547,0.11846369504928589,0.031775958836078644,0.030244050547480583,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
50,0.030296627432107925,0.02973553165793419,0.12819738686084747,0.11705587059259415,0.030296627432107925,0.02973553165793419,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
51,0.0310687143355608,0.031098801642656326,0.1278287023305893,0.11960843950510025,0.0310687143355608,0.031098801642656326,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
52,0.03023022599518299,0.031203633174300194,0.12802214920520782,0.11965961754322052,0.03023022599518299,0.031203633174300194,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
53,0.030294643715023994,0.030375506728887558,0.1282838135957718,0.11715666949748993,0.030294643715023994,0.030375506728887558,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
54,0.030588924884796143,0.02926499769091606,0.12824273109436035,0.1163710206747055,0.030588924884796143,0.02926499769091606,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
55,0.030347641557455063,0.030158309265971184,0.12743689119815826,0.11679984629154205,0.030347641557455063,0.030158309265971184,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
56,0.029848307371139526,0.029895326122641563,0.1262366622686386,0.11626824736595154,0.029848307371139526,0.029895326122641563,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
57,0.028890885412693024,0.03045298345386982,0.12340846657752991,0.11771401762962341,0.028890885412693024,0.03045298345386982,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
58,0.030042696744203568,0.03176908940076828,0.12733642756938934,0.12199624627828598,0.030042696744203568,0.03176908940076828,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
59,0.029756078496575356,0.030425187200307846,0.12658940255641937,0.11659765243530273,0.029756078496575356,0.030425187200307846,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
60,0.029351036995649338,0.02839776687324047,0.1256539225578308,0.11382579803466797,0.029351036995649338,0.02839776687324047,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
61,0.02888268604874611,0.02907036617398262,0.125673308968544,0.11516153812408447,0.02888268604874611,0.02907036617398262,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
62,0.028896521776914597,0.028641166165471077,0.12421789020299911,0.11369787901639938,0.028896521776914597,0.028641166165471077,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
63,0.02816976048052311,0.029872138053178787,0.12289513647556305,0.11499437689781189,0.02816976048052311,0.029872138053178787,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
64,0.02767237275838852,0.029192151501774788,0.12174282222986221,0.11423143744468689,0.02767237275838852,0.029192151501774788,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
65,0.027204763144254684,0.028327282518148422,0.12119905650615692,0.11276490241289139,0.027204763144254684,0.028327282518148422,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
66,0.028033947572112083,0.02856322005391121,0.12202375382184982,0.11362786591053009,0.028033947572112083,0.02856322005391121,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
67,0.027877535670995712,0.028629377484321594,0.12296538800001144,0.11394359171390533,0.027877535670995712,0.028629377484321594,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
68,0.026641884818673134,0.028100403025746346,0.11925757676362991,0.11248549818992615,0.026641884818673134,0.028100403025746346,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
69,0.02765733376145363,0.02936512976884842,0.1206745132803917,0.11312714219093323,0.02765733376145363,0.02936512976884842,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
70,0.027754107490181923,0.028278756886720657,0.1221785619854927,0.11223839223384857,0.027754107490181923,0.028278756886720657,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
71,0.027877088636159897,0.02825433947145939,0.12237022817134857,0.11242391169071198,0.027877088636159897,0.02825433947145939,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
72,0.027612578123807907,0.028799843043088913,0.12037752568721771,0.11268950253725052,0.027612578123807907,0.028799843043088913,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
73,0.02728068269789219,0.027491629123687744,0.11908376216888428,0.11058410257101059,0.02728068269789219,0.027491629123687744,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
74,0.0272781141102314,0.02803247608244419,0.12050637602806091,0.11070061475038528,0.0272781141102314,0.02803247608244419,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
75,0.0265644621104002,0.02870880253612995,0.1184239313006401,0.11266705393791199,0.0265644621104002,0.02870880253612995,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
76,0.02575092203915119,0.028064517304301262,0.11804614216089249,0.1111808568239212,0.02575092203915119,0.028064517304301262,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
77,0.02694661356508732,0.028500206768512726,0.12065325677394867,0.11189357936382294,0.02694661356508732,0.028500206768512726,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
78,0.026253553107380867,0.027996033430099487,0.11852619051933289,0.11032078415155411,0.026253553107380867,0.027996033430099487,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
79,0.027259964495897293,0.027909012511372566,0.12032357603311539,0.10966359823942184,0.027259964495897293,0.027909012511372566,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
80,0.02544059231877327,0.028484603390097618,0.11603882163763046,0.11117082089185715,0.02544059231877327,0.028484603390097618,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
81,0.026489799842238426,0.0279241930693388,0.11824973672628403,0.10911427438259125,0.026489799842238426,0.0279241930693388,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
82,0.026359179988503456,0.028025126084685326,0.11855734884738922,0.10973329097032547,0.026359179988503456,0.028025126084685326,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
83,0.02678612805902958,0.027477435767650604,0.11992671340703964,0.11057088524103165,0.02678612805902958,0.027477435767650604,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
84,0.02754245512187481,0.02738065831363201,0.12071584165096283,0.10932090878486633,0.02754245512187481,0.02738065831363201,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
85,0.02567911148071289,0.027999356389045715,0.11665406078100204,0.10958316177129745,0.02567911148071289,0.027999356389045715,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
86,0.02650297060608864,0.027942057698965073,0.11967087537050247,0.10961229354143143,0.02650297060608864,0.027942057698965073,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
87,0.025257103145122528,0.027075137943029404,0.11673291772603989,0.10822489112615585,0.025257103145122528,0.027075137943029404,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
88,0.02469574473798275,0.026497704908251762,0.11455591022968292,0.10815143585205078,0.02469574473798275,0.026497704908251762,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
89,0.02487773634493351,0.026926837861537933,0.11541272699832916,0.1075609102845192,0.02487773634493351,0.026926837861537933,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
90,0.025037122890353203,0.026806939393281937,0.11443690210580826,0.10689736902713776,0.025037122890353203,0.026806939393281937,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
91,0.02567996270954609,0.027747564017772675,0.11689598858356476,0.10843351483345032,0.02567996270954609,0.027747564017772675,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
92,0.02355564944446087,0.026864878833293915,0.11223436146974564,0.10689983516931534,0.02355564944446087,0.026864878833293915,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
93,0.025142043828964233,0.026874041184782982,0.11636823415756226,0.10684717446565628,0.025142043828964233,0.026874041184782982,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
94,0.024976473301649094,0.027033207938075066,0.11480138450860977,0.10680557787418365,0.024976473301649094,0.027033207938075066,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
95,0.024635037407279015,0.026174960657954216,0.1140604168176651,0.1071411594748497,0.024635037407279015,0.026174960657954216,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
96,0.02419569157063961,0.02628013677895069,0.11259099096059799,0.10751476138830185,0.02419569157063961,0.02628013677895069,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
97,0.024763189256191254,0.02613700181245804,0.11455636471509933,0.10613081604242325,0.024763189256191254,0.02613700181245804,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
98,0.024812230840325356,0.026860086247324944,0.11478545516729355,0.1070365458726883,0.024812230840325356,0.026860086247324944,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
99,0.024855412542819977,0.028887925669550896,0.11541713774204254,0.10914795845746994,0.024855412542819977,0.028887925669550896,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
100,0.0251522958278656,0.02650882862508297,0.11600599437952042,0.10569643974304199,0.0251522958278656,0.02650882862508297,LSTM,30,2,32,0.1,0.001,32,15,100,100,val_loss
1,0.6632588505744934,0.3722466230392456,0.6374955177307129,0.469894140958786,0.6632588505744934,0.3722466230392456,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
2,0.27023521065711975,0.12728384137153625,0.40053248405456543,0.26727914810180664,0.27023521065711975,0.12728384137153625,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
3,0.1271786242723465,0.07349907606840134,0.26867416501045227,0.20754382014274597,0.1271786242723465,0.07349907606840134,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
4,0.08450307697057724,0.058575671166181564,0.22013500332832336,0.18367435038089752,0.08450307697057724,0.058575671166181564,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
5,0.07508344203233719,0.05116976425051689,0.2057727724313736,0.1722099781036377,0.07508344203233719,0.05116976425051689,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
6,0.06717567145824432,0.0472455732524395,0.19615942239761353,0.16389819979667664,0.06717567145824432,0.0472455732524395,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
7,0.05995027720928192,0.04568197950720787,0.18538005650043488,0.15905340015888214,0.05995027720928192,0.04568197950720787,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
8,0.05635147914290428,0.04407082870602608,0.17846564948558807,0.15590763092041016,0.05635147914290428,0.04407082870602608,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
9,0.05391804128885269,0.0429106242954731,0.17480704188346863,0.15239951014518738,0.05391804128885269,0.0429106242954731,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
10,0.05363951250910759,0.04173552989959717,0.17405417561531067,0.1508154273033142,0.05363951250910759,0.04173552989959717,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
11,0.05277017131447792,0.04057975858449936,0.17138807475566864,0.14776065945625305,0.05277017131447792,0.04057975858449936,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
12,0.05007476732134819,0.04026712849736214,0.16728495061397552,0.14810492098331451,0.05007476732134819,0.04026712849736214,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
13,0.04745841771364212,0.03908763825893402,0.16261132061481476,0.14281243085861206,0.04745841771364212,0.03908763825893402,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
14,0.04844124615192413,0.03900964558124542,0.16456137597560883,0.1429472416639328,0.04844124615192413,0.03900964558124542,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
15,0.04647749289870262,0.038544319570064545,0.16164427995681763,0.14066091179847717,0.04647749289870262,0.038544319570064545,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
