epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,gap_abs_val_train_loss,fold,modelo,numInputs,units,dropout,learning_rate,batch_size,scaler,patience,epochs_max,early_stopping_monitor,best_epoch_val_loss_fold,best_val_loss_fold,epochs_usados_fold
3,0.008731452748179436,0.006229617167264223,0.07075503468513489,0.05685803294181824,0.008731452748179436,0.006229617167264223,0.0025018355809152126,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
4,0.007951670326292515,0.005933722015470266,0.06662710756063461,0.05431310087442398,0.007951670326292515,0.005933722015470266,0.0020179483108222485,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
5,0.007383463904261589,0.005674839485436678,0.06370756775140762,0.05367695167660713,0.007383463904261589,0.005674839485436678,0.0017086244188249111,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
6,0.006841109599918127,0.005217315629124641,0.06152791157364845,0.051281943917274475,0.006841109599918127,0.005217315629124641,0.0016237939707934856,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
7,0.006538732443004847,0.004973104223608971,0.05959784612059593,0.049807168543338776,0.006538732443004847,0.004973104223608971,0.001565628219395876,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
8,0.006204265635460615,0.004985629115253687,0.057741012424230576,0.04926793649792671,0.006204265635460615,0.004985629115253687,0.0012186365202069283,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
9,0.006027109920978546,0.00468324264511466,0.05671711638569832,0.04750169441103935,0.006027109920978546,0.00468324264511466,0.0013438672758638859,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
10,0.00571978697553277,0.004573639016598463,0.05517406016588211,0.04699758067727089,0.00571978697553277,0.004573639016598463,0.001146147958934307,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
11,0.005638375878334045,0.004641832318156958,0.05459034442901611,0.047189291566610336,0.005638375878334045,0.004641832318156958,0.0009965435601770878,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
12,0.005490783601999283,0.004426951985806227,0.05387009307742119,0.04635586962103844,0.005490783601999283,0.004426951985806227,0.001063831616193056,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
13,0.005364872980862856,0.004368571564555168,0.05303632840514183,0.045741043984889984,0.005364872980862856,0.004368571564555168,0.0009963014163076878,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
14,0.0053095826879143715,0.00434939656406641,0.05234837904572487,0.04456236585974693,0.0053095826879143715,0.00434939656406641,0.0009601861238479614,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
15,0.00512991938740015,0.0043684132397174835,0.05174244940280914,0.04464390128850937,0.00512991938740015,0.0043684132397174835,0.0007615061476826668,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
16,0.005047918763011694,0.004340640734881163,0.05113236606121063,0.04449618235230446,0.005047918763011694,0.004340640734881163,0.0007072780281305313,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
17,0.004971482325345278,0.004173685796558857,0.050534170120954514,0.0440862700343132,0.004971482325345278,0.004173685796558857,0.0007977965287864208,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
18,0.005012609995901585,0.004187067970633507,0.05054434761404991,0.04365617781877518,0.005012609995901585,0.004187067970633507,0.0008255420252680779,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
19,0.0048641120083630085,0.0041816458106040955,0.0498383454978466,0.044116463512182236,0.0048641120083630085,0.0041816458106040955,0.000682466197758913,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
20,0.004781155381351709,0.004168376326560974,0.049134958535432816,0.044237636029720306,0.004781155381351709,0.004168376326560974,0.0006127790547907352,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
21,0.004854906816035509,0.004141253884881735,0.04967635124921799,0.04428565502166748,0.004854906816035509,0.004141253884881735,0.0007136529311537743,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
22,0.004691928159445524,0.00405914057046175,0.048631999641656876,0.043105803430080414,0.004691928159445524,0.00405914057046175,0.0006327875889837742,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
23,0.004533912520855665,0.004014348145574331,0.04801168665289879,0.042509518563747406,0.004533912520855665,0.004014348145574331,0.0005195643752813339,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
24,0.00466369790956378,0.004076497629284859,0.04828584939241409,0.04266490042209625,0.00466369790956378,0.004076497629284859,0.0005872002802789211,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
25,0.004634696524590254,0.003986151423305273,0.0481196865439415,0.04256495088338852,0.004634696524590254,0.003986151423305273,0.0006485451012849808,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
26,0.004507102072238922,0.004038777202367783,0.04742637649178505,0.04388972744345665,0.004507102072238922,0.004038777202367783,0.0004683248698711395,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
27,0.004484314937144518,0.0041129072196781635,0.04719578102231026,0.04448371380567551,0.004484314937144518,0.0041129072196781635,0.00037140771746635437,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
28,0.004476465750485659,0.00390604673884809,0.047293029725551605,0.041094932705163956,0.004476465750485659,0.00390604673884809,0.0005704190116375685,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
29,0.004328117705881596,0.003917128313332796,0.04622442275285721,0.04169668257236481,0.004328117705881596,0.003917128313332796,0.0004109893925487995,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
30,0.004394262097775936,0.0039051957428455353,0.04659412056207657,0.04207173362374306,0.004394262097775936,0.0039051957428455353,0.0004890663549304008,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
31,0.004366367589682341,0.003925444092601538,0.046522680670022964,0.04118312522768974,0.004366367589682341,0.003925444092601538,0.0004409234970808029,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
32,0.004387625027447939,0.003992648795247078,0.04643993079662323,0.04404060170054436,0.004387625027447939,0.003992648795247078,0.000394976232200861,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
33,0.00426253117620945,0.003855837043374777,0.045874595642089844,0.041418515145778656,0.00426253117620945,0.003855837043374777,0.00040669413283467293,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
34,0.0043270038440823555,0.0038765890058130026,0.04590388387441635,0.04124511778354645,0.0043270038440823555,0.0038765890058130026,0.0004504148382693529,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
35,0.0043045524507761,0.004008966963738203,0.045726146548986435,0.041525453329086304,0.0043045524507761,0.004008966963738203,0.0002955854870378971,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
36,0.004230796825140715,0.0038427275139838457,0.045469436794519424,0.0407753624022007,0.004230796825140715,0.0038427275139838457,0.00038806931115686893,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
37,0.004151893313974142,0.003830266883596778,0.04492628201842308,0.04110519215464592,0.004151893313974142,0.003830266883596778,0.00032162643037736416,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
38,0.0041458988562226295,0.003835763316601515,0.044865772128105164,0.040716737508773804,0.0041458988562226295,0.003835763316601515,0.00031013553962111473,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
39,0.004057852551341057,0.0038157382514327765,0.04420647770166397,0.040617458522319794,0.004057852551341057,0.0038157382514327765,0.00024211429990828037,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
40,0.004039898049086332,0.0038465498946607113,0.04401475936174393,0.04079289361834526,0.004039898049086332,0.0038465498946607113,0.00019334815442562103,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
41,0.0040071988478302956,0.0037899406161159277,0.043905649334192276,0.040144022554159164,0.0040071988478302956,0.0037899406161159277,0.00021725823171436787,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
42,0.004051463212817907,0.003786933608353138,0.04403937980532646,0.040075432509183884,0.004051463212817907,0.003786933608353138,0.00026452960446476936,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
43,0.0040032025426626205,0.0037885550409555435,0.043923601508140564,0.039959169924259186,0.0040032025426626205,0.0037885550409555435,0.00021464750170707703,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
44,0.00395489577203989,0.0037761367857456207,0.04370025917887688,0.03990880027413368,0.00395489577203989,0.0037761367857456207,0.00017875898629426956,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
45,0.00400726730003953,0.0037978619802743196,0.04386190325021744,0.04018719494342804,0.00400726730003953,0.0037978619802743196,0.00020940531976521015,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
46,0.004063787870109081,0.0038281825836747885,0.044228509068489075,0.0403657928109169,0.004063787870109081,0.0038281825836747885,0.0002356052864342928,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
47,0.003941930830478668,0.003795658005401492,0.043423134833574295,0.03986784443259239,0.003941930830478668,0.003795658005401492,0.0001462728250771761,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
48,0.003989364020526409,0.0038226263131946325,0.04374466836452484,0.040133196860551834,0.003989364020526409,0.0038226263131946325,0.00016673770733177662,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
49,0.004029065370559692,0.0037863580510020256,0.044110529124736786,0.03995209559798241,0.004029065370559692,0.0037863580510020256,0.00024270731955766678,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
50,0.003968140110373497,0.0037728319875895977,0.04356617480516434,0.0397367961704731,0.003968140110373497,0.0037728319875895977,0.0001953081227838993,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
51,0.004034666810184717,0.0037774795200675726,0.043950144201517105,0.039774324744939804,0.004034666810184717,0.0037774795200675726,0.0002571872901171446,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
52,0.0038692119996994734,0.003745411289855838,0.04274969920516014,0.03971010819077492,0.0038692119996994734,0.003745411289855838,0.00012380070984363556,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
53,0.003874297719448805,0.0037569005507975817,0.04275166243314743,0.0398130863904953,0.003874297719448805,0.0037569005507975817,0.00011739716865122318,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
54,0.003878028364852071,0.0037460180465132,0.042609669268131256,0.03993244096636772,0.003878028364852071,0.0037460180465132,0.000132010318338871,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
55,0.0038087209686636925,0.0037539147306233644,0.04223276674747467,0.039784952998161316,0.0038087209686636925,0.0037539147306233644,5.4806238040328026e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
56,0.0038452628068625927,0.003738531842827797,0.042569443583488464,0.039672788232564926,0.0038452628068625927,0.003738531842827797,0.00010673096403479576,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
57,0.003874146146699786,0.0037344302982091904,0.04265880957245827,0.03952641412615776,0.003874146146699786,0.0037344302982091904,0.00013971584849059582,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
58,0.0038293779361993074,0.003744155867025256,0.04240141436457634,0.039666298776865005,0.0038293779361993074,0.003744155867025256,8.522206917405128e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
59,0.0038161638658493757,0.0037880009040236473,0.04210496321320534,0.04011687636375427,0.0038161638658493757,0.0037880009040236473,2.8162961825728416e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
60,0.0038119193632155657,0.0037579869385808706,0.04225321114063263,0.03969087824225426,0.0038119193632155657,0.0037579869385808706,5.393242463469505e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
61,0.0037572348956018686,0.003758051199838519,0.04201865568757057,0.03986423462629318,0.0037572348956018686,0.003758051199838519,8.163042366504669e-07,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
62,0.0038266493938863277,0.003784026950597763,0.04227155074477196,0.04040057957172394,0.0038266493938863277,0.003784026950597763,4.262244328856468e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
63,0.0037805356550961733,0.0037561666686087847,0.04199500381946564,0.03984413668513298,0.0037805356550961733,0.0037561666686087847,2.436898648738861e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
64,0.0038045833352953196,0.0037784709129482508,0.04204300045967102,0.04028021916747093,0.0038045833352953196,0.0037784709129482508,2.6112422347068787e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
65,0.0037894973065704107,0.0037494695279747248,0.04202542081475258,0.0397692434489727,0.0037894973065704107,0.0037494695279747248,4.002777859568596e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
66,0.0037790597416460514,0.00376342236995697,0.04178743064403534,0.0399613194167614,0.0037790597416460514,0.00376342236995697,1.5637371689081192e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
67,0.003810996189713478,0.0037739076651632786,0.04194173216819763,0.0401824414730072,0.003810996189713478,0.0037739076651632786,3.708852455019951e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
68,0.003753780387341976,0.0037528236862272024,0.04187856242060661,0.03979968652129173,0.003753780387341976,0.0037528236862272024,9.567011147737503e-07,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
69,0.003787013702094555,0.0037626398261636496,0.041770972311496735,0.03996917977929115,0.003787013702094555,0.0037626398261636496,2.4373875930905342e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
70,0.0037951916456222534,0.0037535554729402065,0.0421353317797184,0.039717189967632294,0.0037951916456222534,0.0037535554729402065,4.163617268204689e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
71,0.0037338132970035076,0.0037537780590355396,0.041709113866090775,0.03966273367404938,0.0037338132970035076,0.0037537780590355396,1.9964762032032013e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
72,0.003771230112761259,0.0037688554730266333,0.041754983365535736,0.040056437253952026,0.003771230112761259,0.0037688554730266333,2.3746397346258163e-06,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
73,0.0036884332075715065,0.0037476506549865007,0.041168589144945145,0.03965305536985397,0.0036884332075715065,0.0037476506549865007,5.921744741499424e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
74,0.0037048060912638903,0.0037595557514578104,0.04147733002901077,0.03977437689900398,0.0037048060912638903,0.0037595557514578104,5.4749660193920135e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
75,0.003742942353710532,0.0037701078690588474,0.0414557047188282,0.03998063504695892,0.003742942353710532,0.0037701078690588474,2.716551534831524e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
76,0.003748973598703742,0.0037559722550213337,0.04177595302462578,0.03971206396818161,0.003748973598703742,0.0037559722550213337,6.998656317591667e-06,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
77,0.003658110275864601,0.0037565133534371853,0.04148014634847641,0.039820440113544464,0.003658110275864601,0.0037565133534371853,9.840307757258415e-05,4,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,57,0.0037344302982091904,77
1,0.054115600883960724,0.015719767659902573,0.17003342509269714,0.09738551080226898,0.054115600883960724,0.015719767659902573,0.03839583322405815,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
2,0.016227032989263535,0.008416426368057728,0.09650237113237381,0.06951520591974258,0.016227032989263535,0.008416426368057728,0.007810606621205807,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
3,0.012487570755183697,0.007447067182511091,0.08310840278863907,0.06347469240427017,0.012487570755183697,0.007447067182511091,0.0050405035726726055,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
4,0.011260687373578548,0.007020964287221432,0.07928881049156189,0.061025626957416534,0.011260687373578548,0.007020964287221432,0.004239723086357117,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
5,0.010675949044525623,0.006730133201926947,0.07668207585811615,0.05952462926506996,0.010675949044525623,0.006730133201926947,0.003945815842598677,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
6,0.010099883191287518,0.006447591353207827,0.07457571476697922,0.05861915647983551,0.010099883191287518,0.006447591353207827,0.003652291838079691,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
7,0.009259793907403946,0.006098808255046606,0.07198219001293182,0.05717891827225685,0.009259793907403946,0.006098808255046606,0.00316098565235734,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
8,0.00901961512863636,0.005997121334075928,0.07029007375240326,0.0553073026239872,0.00901961512863636,0.005997121334075928,0.0030224937945604324,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
9,0.008605094626545906,0.005893212277442217,0.06883782893419266,0.055038079619407654,0.008605094626545906,0.005893212277442217,0.002711882349103689,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
10,0.008083101361989975,0.005755354650318623,0.06661637127399445,0.054102975875139236,0.008083101361989975,0.005755354650318623,0.0023277467116713524,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
11,0.008005608804523945,0.0059013343416154385,0.06632936000823975,0.054184142500162125,0.008005608804523945,0.0059013343416154385,0.0021042744629085064,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
12,0.00772429071366787,0.0056047881953418255,0.06493421643972397,0.05274035409092903,0.00772429071366787,0.0056047881953418255,0.002119502518326044,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
13,0.0075356666930019855,0.005399496294558048,0.06425723433494568,0.05381898954510689,0.0075356666930019855,0.005399496294558048,0.0021361703984439373,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
14,0.007154268678277731,0.005458745174109936,0.06239644065499306,0.052493754774332047,0.007154268678277731,0.005458745174109936,0.0016955235041677952,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
15,0.007135194260627031,0.0052133346907794476,0.062024712562561035,0.05134488269686699,0.007135194260627031,0.0052133346907794476,0.0019218595698475838,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
16,0.007071159314364195,0.005302922334522009,0.06195949390530586,0.05033416673541069,0.007071159314364195,0.005302922334522009,0.001768236979842186,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
17,0.006812275853008032,0.005226693581789732,0.0609363317489624,0.049756091088056564,0.006812275853008032,0.005226693581789732,0.0015855822712182999,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
18,0.00651736231520772,0.005123177543282509,0.059507403522729874,0.04921609163284302,0.00651736231520772,0.005123177543282509,0.001394184771925211,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
19,0.006891909521073103,0.004902296233922243,0.06107630208134651,0.05066074803471565,0.006891909521073103,0.004902296233922243,0.00198961328715086,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
20,0.006560247391462326,0.004833950661122799,0.05977500602602959,0.04870925471186638,0.006560247391462326,0.004833950661122799,0.0017262967303395271,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
21,0.0063406676054000854,0.0048239328898489475,0.05873719975352287,0.04826410487294197,0.0063406676054000854,0.0048239328898489475,0.001516734715551138,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
22,0.006306285969913006,0.004701418336480856,0.05833401158452034,0.0478157214820385,0.006306285969913006,0.004701418336480856,0.0016048676334321499,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
23,0.006077541038393974,0.0046779690310359,0.05703353136777878,0.047936663031578064,0.006077541038393974,0.0046779690310359,0.0013995720073580742,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
24,0.006249597296118736,0.004608227405697107,0.05841856822371483,0.04680641368031502,0.006249597296118736,0.004608227405697107,0.001641369890421629,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
25,0.006027001887559891,0.004677313379943371,0.05702590197324753,0.04672260954976082,0.006027001887559891,0.004677313379943371,0.00134968850761652,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
26,0.005906358826905489,0.004559232387691736,0.056346964091062546,0.047133684158325195,0.005906358826905489,0.004559232387691736,0.0013471264392137527,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
27,0.006067160051316023,0.004575607366859913,0.05685749277472496,0.04608901962637901,0.006067160051316023,0.004575607366859913,0.00149155268445611,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
28,0.005722277797758579,0.00442757410928607,0.055409759283065796,0.045912615954875946,0.005722277797758579,0.00442757410928607,0.0012947036884725094,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
29,0.005586196202784777,0.004541364498436451,0.05524180829524994,0.045771997421979904,0.005586196202784777,0.004541364498436451,0.0010448317043483257,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
30,0.005932921078056097,0.004418238531798124,0.05671537667512894,0.04563380032777786,0.005932921078056097,0.004418238531798124,0.0015146825462579727,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
31,0.0056396909058094025,0.004335837904363871,0.05513044819235802,0.04558957740664482,0.0056396909058094025,0.004335837904363871,0.0013038530014455318,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
32,0.00544982124119997,0.004292390774935484,0.05440022051334381,0.045341815799474716,0.00544982124119997,0.004292390774935484,0.0011574304662644863,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
33,0.00556041719391942,0.004189705941826105,0.05479060858488083,0.04574066400527954,0.00556041719391942,0.004189705941826105,0.0013707112520933151,0,RNN,30,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,94,0.0036091567017138004,114
